"","numer_sta","date","pmer","tend","cod_tend","dd","ff","t","td","u","vv","ww","w1","w2","n","nbas","hbas","cl","cm","ch","pres","niv_bar","geop","tend24","tn12","tn24","tx12","tx24","tminsol","sw","tw","raf10","rafper","per","etat_sol","ht_neige","ssfrai","perssfrai","rr1","rr3","rr6","rr12","rr24","phenspe1","phenspe2","phenspe3","phenspe4","nnuage1","ctype1","hnuage1","nnuage2","ctype2","hnuage2","nnuage3","ctype3","hnuage3","nnuage4","ctype4","hnuage4","X"
"50734",7149,20161020150000,"101720","-90","7","310","4.800000","286.250000","283.250000","82","29690","0","2","2","90","2","800","mq","mq","mq","100640","mq","mq","-320","mq","mq","mq","mq","mq","mq","mq","7.100000","10.700000","-10","mq","mq","mq","mq","0.000000","0.400000","0.400000","0.400000","0.600000","mq","mq","mq","mq","2","mq","690","4","mq","1560","5","mq","2220","mq","mq","mq",NA
"50792",7149,20161020180000,"101750","30","3","320","3.600000","285.150000","282.750000","85","25000","3","8","6","90","7","450","38","61","60","100670","mq","mq","mq","282.550000","mq","287.350000","mq","mq","mq","mq","mq","7.700000","-10","mq","mq","mq","mq","mq","0.200000","mq","0.600000","mq","mq","mq","mq","mq","5","8","570","6","6","780","6","6","1500","mq","mq","mq",NA
"50846",7149,20161020210000,"101810","50","3","330","3.200000","283.850000","281.650000","86","41120","0","2","2","mq","1","450","mq","mq","mq","100720","mq","mq","-230","mq","mq","mq","mq","mq","mq","mq","4.500000","7.900000","-10","mq","mq","mq","mq","0.000000","0.000000","0.200000","0.600000","0.600000","mq","mq","mq","mq","1","mq","480","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"50902",7149,2.0161021e+13,"101810","0","4","340","3.900000","283.450000","281.750000","89","33760","3","2","2","90","7","450","38","mq","mq","100720","mq","mq","-160","mq","mq","mq","mq","mq","mq","mq","6.500000","6.500000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.600000","0.600000","mq","mq","mq","mq","2","8","450","7","6","2000","mq","mq","mq","mq","mq","mq",NA
"50957",7149,20161021030000,"101730","-80","7","330","3.300000","283.350000","281.450000","88","34150","2","2","2","90","7","450","35","mq","mq","100640","mq","mq","-140","mq","mq","mq","mq","mq","mq","mq","4.700000","5.900000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.200000","0.600000","mq","mq","mq","mq","2","6","360","7","6","1900","mq","mq","mq","mq","mq","mq",NA
"51010",7149,20161021060000,"101750","20","1","300","1.700000","282.950000","281.050000","88","25000","2","2","2","90","7","1750","35","mq","mq","100660","mq","mq","-110","282.550000","mq","285.250000","mq","mq","mq","mq","2.600000","3.400000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.600000","mq","mq","mq","mq","7","6","1860","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"51069",7149,20161021090000,"101810","60","1","300","3.200000","283.450000","282.250000","92","16710","1","8","6","90","7","450","38","mq","mq","100720","mq","mq","-90","mq","mq","mq","mq","mq","mq","mq","5.000000","5.000000","-10","0","0.000000","0.000000","-30","-0.100000","0.600000","0.600000","0.600000","1.200000","mq","mq","mq","mq","5","8","460","7","6","600","mq","mq","mq","mq","mq","mq",NA
"51126",7149,20161021120000,"101820","10","1","340","2.800000","285.050000","281.550000","79","19980","61","2","2","90","7","800","mq","mq","mq","100730","mq","mq","0","mq","mq","mq","mq","mq","mq","mq","6.400000","6.400000","-10","0","0.000000","mq","mq","-0.100000","-0.100000","0.600000","0.600000","1.200000","mq","mq","mq","mq","4","mq","600","5","mq","900","6","mq","1050","mq","mq","mq",NA
"51183",7149,20161021150000,"101720","-90","6","270","0.700000","285.950000","282.750000","81","27670","0","2","2","100","7","800","mq","mq","mq","100640","mq","mq","0","mq","mq","mq","mq","mq","mq","mq","1.200000","5.000000","-10","1","0.000000","mq","mq","0.000000","1.000000","1.000000","1.600000","1.800000","mq","mq","mq","mq","1","mq","750","6","mq","1050","7","mq","1290","mq","mq","mq",NA
"51241",7149,20161021180000,"101770","30","3","310","1.700000","281.550000","280.450000","93","30000","1","1","1","40","3","2250","35","20","10","100670","mq","mq","0","281.550000","mq","286.350000","mq","mq","mq","mq","2.300000","2.300000","-10","1","0.000000","0.000000","-60","0.000000","0.600000","1.600000","2.200000","2.200000","mq","mq","mq","mq","3","6","2160","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"51300",7149,20161021210000,"101760","0","4","250","1.100000","282.950000","281.550000","91","30000","3","2","2","90","7","1250","35","mq","mq","100670","mq","mq","-50","mq","mq","mq","mq","mq","mq","mq","1.600000","2.200000","-10","1","0.000000","0.000000","-30","0.000000","0.000000","0.600000","1.600000","2.200000","mq","mq","mq","mq","3","6","1170","7","6","2100","mq","mq","mq","mq","mq","mq",NA
"51358",7149,2.0161022e+13,"101660","-100","8","340","1.500000","282.950000","281.850000","93","30000","2","2","2","90","7","2250","35","mq","mq","100570","mq","mq","-150","mq","mq","mq","mq","mq","mq","mq","2.000000","2.500000","-10","1","0.000000","0.000000","-60","0.000000","0.000000","0.000000","1.600000","2.200000","mq","mq","mq","mq","7","6","2100","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"51413",7149,20161022030000,"101600","-70","6","340","1.700000","279.950000","279.050000","94","320","40","1","1","50","2","450","35","23","10","100500","mq","mq","-140","mq","mq","mq","mq","mq","mq","mq","2.300000","2.300000","-10","1","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.600000","2.200000","mq","mq","mq","mq","1","6","320","2","6","1860","3","3","4620","mq","mq","mq",NA
"51472",7149,20161022060000,"101560","-40","8","10","1.200000","279.850000","279.850000","100","60","47","4","4","101","9","mq","62","61","60","100460","mq","mq","-200","277.350000","mq","283.650000","mq","mq","mq","mq","2.100000","2.100000","-10","1","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","2.200000","mq","mq","mq","mq","9","59","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"51527",7149,20161022090000,"101590","30","1","0","0.000000","280.750000","280.750000","100","300","45","4","4","101","9","mq","62","61","60","100490","mq","mq","-230","mq","mq","mq","mq","mq","mq","mq","0.900000","2.500000","-10","1","0.000000","0.000000","-30","0.000000","0.200000","0.200000","0.200000","1.800000","mq","mq","mq","mq","9","59","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"51585",7149,20161022120000,"101530","-50","8","130","1.700000","282.050000","281.950000","99","4500","28","4","2","90","7","80","36","mq","mq","100440","mq","mq","-290","mq","mq","mq","mq","mq","mq","mq","2.500000","3.400000","-10","1","0.000000","0.000000","-60","0.000000","0.000000","0.200000","0.200000","1.800000","mq","mq","mq","mq","7","7","90","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"51639",7149,20161022150000,"101390","-130","6","120","1.000000","284.450000","281.150000","80","12000","3","0","0","25","2","450","31","20","10","100310","mq","mq","-330","mq","mq","mq","mq","mq","mq","mq","2.100000","3.300000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.200000","0.800000","mq","mq","mq","mq","2","8","420","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"51697",7149,20161022180000,"101370","-40","7","0","0.000000","280.450000","279.550000","94","6480","11","0","0","25","0","7500","30","20","11","100270","mq","mq","-400","279.850000","mq","285.850000","mq","mq","mq","mq","0.500000","0.600000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.200000","0.200000","mq","mq","mq","mq","2","0","7500","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"51754",7149,20161022210000,"101320","-50","8","50","2.700000","280.350000","279.750000","96","3810","2","0","0","25","0","7500","30","20","11","100220","mq","mq","-450","mq","mq","mq","mq","mq","mq","mq","3.700000","3.700000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.200000","mq","mq","mq","mq","2","0","7500","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"51812",7149,2.0161023e+13,"101240","-80","8","50","0.900000","278.950000","278.250000","95","7400","2","0","0","25","0","7500","30","20","11","100140","mq","mq","-430","mq","mq","mq","mq","mq","mq","mq","1.500000","3.500000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.200000","mq","mq","mq","mq","2","0","7500","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"51870",7149,20161023030000,"101070","-170","8","50","2.500000","278.550000","277.850000","95","8000","1","0","0","10","0","7500","30","20","11","99970","mq","mq","-530","mq","mq","mq","mq","mq","mq","mq","3.500000","3.700000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.200000","mq","mq","mq","mq","1","0","7500","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"51929",7149,20161023060000,"101020","-50","6","40","3.200000","278.250000","278.150000","99","2430","10","2","2","90","7","80","36","mq","mq","99920","mq","mq","-540","277.150000","mq","280.450000","mq","mq","mq","mq","5.000000","5.600000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.200000","mq","mq","mq","mq","5","7","70","7","7","90","mq","mq","mq","mq","mq","mq",NA
"51988",7149,20161023090000,"100950","-60","7","70","4.500000","281.550000","279.050000","84","6320","1","0","0","40","1","450","35","20","11","99860","mq","mq","-630","mq","mq","mq","mq","mq","mq","mq","6.200000","7.100000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","1","6","350","3","0","8000","mq","mq","mq","mq","mq","mq",NA
"52046",7149,20161023120000,"100760","-170","8","60","5.500000","286.250000","280.650000","69","20000","1","2","2","75","0","7200","30","20","12","99690","mq","mq","-750","mq","mq","mq","mq","mq","mq","mq","7.300000","8.100000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","6","0","7200","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"52103",7149,20161023150000,"100770","0","5","80","3.000000","283.850000","282.450000","91","4150","63","6","6","90","7","1250","35","mq","mq","99690","mq","mq","-620","mq","mq","mq","mq","mq","mq","mq","4.400000","4.700000","-10","1","0.000000","0.000000","-30","2.400000","2.400000","2.400000","2.400000","2.400000","mq","mq","mq","mq","2","6","1000","7","6","1800","mq","mq","mq","mq","mq","mq",NA
"52161",7149,20161023180000,"100700","-70","6","70","4.100000","283.250000","282.650000","96","3280","60","6","2","100","8","150","35","mq","mq","99620","mq","mq","-650","278.050000","mq","286.550000","mq","mq","mq","mq","5.500000","7.000000","-10","2","0.000000","0.000000","-60","0.200000","3.200000","5.600000","5.600000","5.600000","mq","mq","mq","mq","7","7","180","7","6","780","mq","mq","mq","mq","mq","mq",NA
"52219",7149,20161023210000,"100760","60","1","80","2.800000","283.450000","282.950000","97","5110","21","6","2","100","8","150","35","mq","mq","99680","mq","mq","-540","mq","mq","mq","mq","mq","mq","mq","4.600000","5.900000","-10","2","0.000000","0.000000","-30","-0.100000","1.600000","4.800000","7.200000","7.200000","mq","mq","mq","mq","7","7","170","7","6","1060","mq","mq","mq","mq","mq","mq",NA
"52277",7149,2.0161024e+13,"100870","110","2","40","1.500000","283.550000","283.050000","97","5070","3","2","2","100","8","150","36","mq","mq","99790","mq","mq","-350","mq","mq","mq","mq","mq","mq","mq","2.100000","2.200000","-10","2","0.000000","0.000000","-60","0.000000","0.000000","1.600000","7.200000","7.200000","mq","mq","mq","mq","8","7","180","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"52336",7149,20161024030000,"100830","-40","8","140","0.900000","283.450000","283.150000","98","840","40","4","2","100","8","30","36","mq","mq","99750","mq","mq","-220","mq","mq","mq","mq","mq","mq","mq","1.200000","1.800000","-10","2","0.000000","0.000000","-30","0.000000","0.000000","0.000000","4.800000","7.200000","mq","mq","mq","mq","4","7","30","8","7","60","mq","mq","mq","mq","mq","mq",NA
"52393",7149,20161024060000,"100900","70","1","110","1.200000","283.450000","283.250000","99","1230","63","6","6","100","7","80","mq","mq","mq","99820","mq","mq","-100","283.250000","mq","283.650000","mq","mq","mq","mq","2.000000","2.000000","-10","2","0.000000","mq","mq","1.000000","1.000000","1.000000","2.600000","8.200000","mq","mq","mq","mq","6","mq","60","7","mq","330","7","mq","780","mq","8","mq",NA
"52448",7149,20161024090000,"101090","190","3","310","1.100000","284.650000","284.450000","99","4130","21","2","2","100","8","150","37","mq","mq","100010","mq","mq","150","mq","mq","mq","mq","mq","mq","mq","1.800000","4.900000","-10","2","0.000000","0.000000","-30","0.000000","1.000000","2.000000","2.000000","9.200000","mq","mq","mq","mq","5","7","120","7","7","260","mq","mq","mq","mq","mq","mq",NA
"52505",7149,20161024120000,"101200","120","1","240","1.400000","286.450000","285.650000","95","9000","60","6","6","100","7","150","35","mq","mq","100130","mq","mq","440","mq","mq","mq","mq","mq","mq","mq","2.000000","3.000000","-10","2","0.000000","0.000000","-60","-0.100000","0.200000","1.200000","2.200000","9.400000","mq","mq","mq","mq","5","7","180","2","6","1000","7","6","2400","mq","mq","mq",NA
"52563",7149,20161024150000,"101250","50","3","190","1.900000","287.250000","286.450000","95","10000","3","6","2","90","5","250","35","23","12","100180","mq","mq","490","mq","mq","mq","mq","mq","mq","mq","2.800000","3.100000","-10","2","0.000000","0.000000","-30","-0.100000","0.400000","0.600000","2.600000","7.400000","mq","mq","mq","mq","5","6","260","3","3","3000","7","0","6000","mq","mq","mq",NA
"52620",7149,20161024180000,"101440","180","3","90","0.800000","286.350000","285.850000","97","3870","2","2","2","100","2","800","35","27","mq","100360","mq","mq","740","283.350000","mq","287.250000","mq","mq","mq","mq","1.600000","2.200000","-10","2","0.000000","0.000000","-60","0.000000","0.000000","0.400000","1.600000","4.200000","mq","mq","mq","mq","2","6","900","7","3","2400","mq","mq","mq","mq","mq","mq",NA
"52677",7149,20161024210000,"101630","190","3","190","1.000000","286.150000","285.850000","98","5070","3","2","2","90","7","150","35","mq","mq","100550","mq","mq","870","mq","mq","mq","mq","mq","mq","mq","1.900000","2.100000","-10","2","0.000000","0.000000","-30","0.000000","-0.100000","-0.100000","0.600000","2.600000","mq","mq","mq","mq","3","7","150","1","6","1100","7","6","2000","mq","mq","mq",NA
"52734",7149,2.0161025e+13,"101800","160","2","130","1.000000","283.150000","282.650000","97","80","41","4","4","101","9","30","mq","mq","mq","100710","mq","mq","920","mq","mq","mq","mq","mq","mq","mq","1.300000","1.400000","-10","2","0.000000","mq","mq","0.000000","0.000000","-0.100000","0.400000","2.600000","mq","mq","mq","mq","0","0","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"52790",7149,20161025030000,"101890","90","0","90","0.500000","284.450000","284.450000","100","180","43","4","4","101","9","mq","62","61","60","100800","mq","mq","1050","mq","mq","mq","mq","mq","mq","mq","0.900000","0.900000","-10","2","0.000000","0.000000","-30","0.000000","0.000000","0.000000","-0.100000","2.600000","mq","mq","mq","mq","9","59","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"52845",7149,20161025060000,"102070","180","1","120","1.100000","284.250000","284.250000","100","130","45","4","4","101","9","mq","62","61","60","100980","mq","mq","1160","282.250000","mq","286.450000","mq","mq","mq","mq","1.700000","1.700000","-10","1","0.000000","0.000000","-60","0.000000","0.200000","0.200000","0.200000","1.800000","mq","mq","mq","mq","9","59","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"52900",7149,20161025090000,"102210","140","1","140","1.000000","285.150000","285.150000","100","1670","10","4","2","100","8","80","36","mq","mq","101120","mq","mq","1110","mq","mq","mq","mq","mq","mq","mq","1.600000","2.600000","-10","1","0.000000","0.000000","-30","0.000000","0.000000","0.200000","0.200000","0.800000","mq","mq","mq","mq","8","7","80","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"52954",7149,20161025120000,"102300","100","1","20","0.500000","286.350000","286.050000","98","7000","1","4","2","100","8","150","36","61","60","101220","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","1.500000","-10","mq","mq","mq","mq","mq","0.000000","0.000000","mq","mq","mq","mq","mq","mq","7","7","150","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"53005",7149,20161025150000,"102350","50","2","130","0.800000","287.450000","286.150000","92","8000","1","2","2","100","8","450","35","mq","mq","101270","mq","mq","1090","mq","mq","mq","mq","mq","mq","mq","1.400000","1.900000","-10","1","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.200000","0.200000","mq","mq","mq","mq","5","6","500","5","6","1180","mq","mq","mq","mq","mq","mq",NA
"53060",7149,20161025180000,"102480","120","3","50","0.600000","286.450000","285.650000","95","5020","1","2","2","100","8","250","38","mq","mq","101390","mq","mq","1030","284.250000","mq","287.550000","mq","mq","mq","mq","1.100000","1.400000","-10","1","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.200000","mq","mq","mq","mq","4","6","270","8","6","1360","mq","mq","mq","mq","mq","mq",NA
"53115",7149,20161025210000,"102580","100","3","50","3.500000","285.050000","284.550000","97","6480","3","2","2","90","7","150","36","mq","mq","101490","mq","mq","940","mq","mq","mq","mq","mq","mq","mq","4.600000","4.600000","-10","1","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.200000","mq","mq","mq","mq","6","7","180","7","7","280","mq","mq","mq","mq","mq","mq",NA
"53165",7149,2.0161026e+13,"102680","90","1","50","1.200000","284.750000","284.250000","97","3280","10","2","2","100","8","150","36","mq","mq","101580","mq","mq","870","mq","mq","mq","mq","mq","mq","mq","2.300000","2.300000","-10","1","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.200000","mq","mq","mq","mq","7","7","110","8","6","450","mq","mq","mq","mq","mq","mq",NA
"53221",7149,20161026030000,"102700","20","0","50","2.100000","284.450000","284.150000","98","1420","10","2","2","100","8","150","36","mq","mq","101600","mq","mq","800","mq","mq","mq","mq","mq","mq","mq","2.600000","2.700000","-10","1","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.200000","mq","mq","mq","mq","7","7","100","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"53274",7149,20161026060000,"102750","50","3","60","1.700000","284.250000","283.750000","97","3830","10","2","2","100","8","150","36","mq","mq","101650","mq","mq","670","284.150000","mq","286.450000","mq","mq","mq","mq","2.400000","2.400000","-10","1","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","8","7","160","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"53331",7149,20161026090000,"102950","200","1","40","2.100000","283.450000","283.150000","98","2400","10","2","2","100","8","80","mq","mq","mq","101850","mq","mq","730","mq","mq","mq","mq","mq","mq","mq","3.300000","4.200000","-10","0","0.000000","mq","mq","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","8","mq","90","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"53385",7149,20161026120000,"102990","50","0","340","1.700000","286.650000","283.850000","83","7640","1","2","2","60","5","450","35","20","11","101900","mq","mq","680","mq","mq","mq","mq","mq","mq","mq","3.200000","4.200000","-10","1","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","5","6","380","1","0","7800","mq","mq","mq","mq","mq","mq",NA
"53440",7149,20161026150000,"103000","10","3","350","3.200000","286.950000","283.750000","81","12000","3","2","2","75","3","450","35","20","11","101910","mq","mq","640","mq","mq","mq","mq","mq","mq","mq","4.400000","4.500000","-10","1","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","1","6","420","3","6","520","3","0","7800","mq","mq","mq",NA
"53495",7149,20161026180000,"103140","120","3","320","1.700000","283.150000","281.550000","90","7960","1","1","1","40","0","6600","30","20","11","102030","mq","mq","640","283.050000","mq","287.950000","mq","mq","mq","mq","2.400000","2.800000","-10","1","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","3","0","6600","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"53550",7149,20161026210000,"103300","150","3","300","1.100000","279.950000","279.250000","95","170","41","4","0","0","0","mq","30","20","10","102180","mq","mq","690","mq","mq","mq","mq","mq","mq","mq","1.500000","4.500000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"53602",7149,2.0161027e+13,"103330","30","2","0","0.000000","280.450000","280.350000","99","90","41","4","1","75","6","800","35","20","10","102210","mq","mq","630","mq","mq","mq","mq","mq","mq","mq","0.500000","1.800000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","6","6","800","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"53653",7149,20161027030000,"103350","20","3","240","0.500000","281.350000","281.350000","100","40","47","4","4","101","9","mq","62","61","60","102230","mq","mq","630","mq","mq","mq","mq","mq","mq","mq","1.100000","1.900000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","9","59","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"53708",7149,20161027060000,"103480","130","3","0","0.000000","281.650000","281.650000","100","110","45","4","4","101","9","mq","62","61","60","102360","mq","mq","710","279.550000","mq","283.550000","mq","mq","mq","mq","0.900000","1.400000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","9","59","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"53764",7149,20161027090000,"103570","100","2","180","1.200000","282.550000","282.550000","100","700","46","4","2","100","8","30","36","mq","mq","102460","mq","mq","610","mq","mq","mq","mq","mq","mq","mq","1.600000","2.200000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","3","7","30","7","7","90","mq","mq","mq","mq","mq","mq",NA
"53819",7149,20161027120000,"103510","-50","8","170","1.600000","286.550000","283.850000","84","6910","0","0","0","mq","1","150","mq","mq","mq","102410","mq","mq","510","mq","mq","mq","mq","mq","mq","mq","2.900000","3.400000","-10","0","0.000000","mq","mq","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","1","mq","180","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"53875",7149,20161027150000,"103440","-60","8","120","2.100000","287.250000","282.850000","75","13760","1","1","1","40","1","800","35","20","11","102350","mq","mq","440","mq","mq","mq","mq","mq","mq","mq","3.200000","4.000000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","1","6","770","2","0","7000","mq","mq","mq","mq","mq","mq",NA
"53933",7149,20161027180000,"103500","40","3","190","1.600000","283.450000","282.350000","93","9000","3","1","1","60","4","800","35","20","11","102390","mq","mq","360","281.650000","mq","288.450000","mq","mq","mq","mq","2.500000","2.800000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","4","6","820","3","0","8000","mq","mq","mq","mq","mq","mq",NA
"53990",7149,20161027210000,"103520","10","1","220","0.800000","281.050000","279.950000","93","12000","1","2","2","60","0","8000","30","20","11","102400","mq","mq","220","mq","mq","mq","mq","mq","mq","mq","1.200000","1.300000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","5","0","8000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"54047",7149,2.0161028e+13,"103530","10","0","0","0.000000","280.050000","279.750000","98","370","40","1","1","50","2","800","35","20","11","102410","mq","mq","200","mq","mq","mq","mq","mq","mq","mq","0.000000","1.400000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","2","6","800","3","0","8000","mq","mq","mq","mq","mq","mq",NA
"54103",7149,20161028030000,"103490","-50","5","170","0.900000","278.250000","277.950000","98","320","40","0","0","25","1","30","36","20","11","102360","mq","mq","130","mq","mq","mq","mq","mq","mq","mq","1.100000","1.100000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","1","7","30","1","0","8000","mq","mq","mq","mq","mq","mq",NA
"54160",7149,20161028060000,"103530","40","1","200","1.400000","277.750000","277.750000","100","130","45","4","1","101","9","mq","62","61","60","102400","mq","mq","40","277.550000","mq","283.650000","mq","mq","mq","mq","2.400000","2.400000","-10","0","0.000000","0.000000","-60","0.200000","0.200000","0.200000","0.200000","0.200000","mq","mq","mq","mq","9","59","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"54217",7149,20161028090000,"103700","170","1","160","1.000000","280.250000","280.250000","100","800","40","4","2","75","2","30","36","20","11","102570","mq","mq","110","mq","mq","mq","mq","mq","mq","mq","1.600000","1.600000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.200000","0.200000","0.200000","mq","mq","mq","mq","2","7","0","5","0","8000","mq","mq","mq","mq","mq","mq",NA
"54274",7149,20161028120000,"103630","-40","8","120","0.800000","285.350000","283.050000","86","8000","2","2","2","90","7","450","35","mq","mq","102530","mq","mq","120","mq","mq","mq","mq","mq","mq","mq","1.600000","1.600000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.200000","0.200000","mq","mq","mq","mq","2","6","550","7","6","770","mq","mq","mq","mq","mq","mq",NA
"54330",7149,20161028150000,"103590","-40","6","0","0.000000","286.950000","282.550000","75","18000","1","2","2","60","5","800","35","20","10","102490","mq","mq","140","mq","mq","mq","mq","mq","mq","mq","1.000000","4.700000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.200000","0.200000","mq","mq","mq","mq","5","6","800","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"54388",7149,20161028180000,"103600","10","3","180","0.800000","285.550000","282.350000","81","12260","3","2","2","90","7","800","35","mq","mq","102500","mq","mq","110","277.650000","mq","287.250000","mq","mq","mq","mq","1.300000","1.300000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.200000","mq","mq","mq","mq","7","6","780","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"54446",7149,20161028210000,"103630","30","0","60","2.200000","285.850000","281.750000","76","13730","3","2","2","100","7","800","35","mq","mq","102530","mq","mq","130","mq","mq","mq","mq","mq","mq","mq","3.700000","3.700000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.200000","mq","mq","mq","mq","7","6","720","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"54502",7149,2.0161029e+13,"103550","-80","6","100","1.600000","285.250000","282.450000","83","17620","3","2","2","100","7","800","35","mq","mq","102450","mq","mq","40","mq","mq","mq","mq","mq","mq","mq","2.200000","2.800000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.200000","mq","mq","mq","mq","7","6","600","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"54559",7149,20161029030000,"103490","-60","7","90","2.600000","285.550000","282.550000","82","22000","1","2","2","100","8","450","35","mq","mq","102390","mq","mq","30","mq","mq","mq","mq","mq","mq","mq","4.200000","4.200000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.200000","mq","mq","mq","mq","8","6","550","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"54616",7149,20161029060000,"103500","10","3","70","3.100000","285.350000","282.750000","84","25000","2","2","2","100","8","450","35","mq","mq","102400","mq","mq","0","284.950000","mq","285.850000","mq","mq","mq","mq","3.900000","5.100000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","8","6","480","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
